type,spots_available,begin_date,municipality_code
KDV,27,30-07-2013,175
BSO,82,01-01-2010,1658
BSO,60,01-03-2008,363
VGO,6,11-11-2010,243
VGO,6,23-06-2014,766
BSO,30,01-11-2018,748
KDV,32,01-11-2015,664
KDV,28,01-01-2010,917
VGO,6,18-02-2015,321
VGO,6,12-10-2021,80
VGO,6,27-01-2020,599
BSO,33,01-02-2010,166
BSO,32,01-01-2010,599
VGO,6,01-06-2021,299
VGO,6,15-02-2022,537
VGO,6,05-11-2010,74
VGO,4,07-12-2010,345
VGO,1,01-10-2010,177
VGO,4,01-08-2021,796
VGO,2,10-05-2021,1507
VGO,4,27-10-2010,1700
KDV,16,01-01-2010,1924
KDV,16,06-08-2012,518
BSO,60,18-12-2013,1525
BSO,22,01-01-2010,153
BSO,40,28-05-2015,1883
VGO,6,31-01-2022,530
VGO,6,02-04-2015,388
KDV,103,11-06-2014,363
VGO,6,14-12-2010,935
KDV,16,13-12-2016,957
BSO,60,14-12-2020,603
VGO,6,18-06-2021,355
BSO,55,25-11-2005,758
KDV,54,01-08-2013,299
KDV,60,08-06-2020,928
BSO,41,01-01-2010,845
BSO,40,21-10-2013,1507
BSO,30,01-01-2010,14
KDV,16,06-12-2010,153
BSO,22,01-03-2021,928
VGO,5,24-09-2010,935
BSO,20,05-09-2011,1911
KDV,16,04-11-2014,86
KDV,16,19-12-2019,569
VGO,4,12-01-2018,226
KDV,48,01-05-2012,160
KDV,96,23-02-2017,866
KDV,26,01-09-2020,546
KDV,16,13-12-2016,1734
VGO,6,28-11-2017,90
BSO,33,19-08-2014,935
VGO,6,20-03-2010,1621
BSO,35,12-08-2013,928
KDV,48,02-08-2011,392
VGO,6,21-05-2010,432
VGO,5,09-06-2021,537
VGO,6,01-07-2021,340
VGO,6,31-03-2017,163
VGO,6,12-03-2020,119
VGO,6,30-10-2020,164
KDV,16,17-08-2020,400
VGO,6,11-07-2022,1982
VGO,6,21-03-2015,1980
BSO,66,07-11-2017,150
VGO,6,28-02-2012,47
BSO,44,01-01-1993,268
VGO,6,15-05-2016,1991
BSO,40,07-04-2010,1904
VGO,6,05-04-2018,935
VGO,6,03-11-2010,1980
VGO,6,23-11-2010,1961
VGO,6,06-09-2019,392
VGO,6,21-11-2014,307
KDV,15,08-05-2017,363
VGO,6,23-03-2011,772
BSO,8,01-02-2021,1940
KDV,36,01-01-2010,375
BSO,24,25-07-2017,222
VGO,6,16-05-2017,203
KDV,16,18-07-2013,200
VGO,6,21-06-2016,303
VGO,6,22-07-2013,1980
VGO,6,08-06-2011,1966
KDV,16,23-09-2019,917
KDV,15,18-08-2014,363
VGO,6,23-07-2019,523
KDV,14,24-08-2021,203
KDV,16,31-08-2015,716
VGO,5,29-03-2022,363
VGO,6,06-12-2010,180
VGO,6,18-09-2017,47
VGO,5,01-11-2012,828
VGO,6,02-12-2010,1904
VGO,6,12-07-2021,501
VGO,5,22-03-2016,168
VGO,6,07-07-2021,1901
KDV,60,27-09-2013,518
VGO,2,29-03-2021,14
BSO,70,06-01-2014,1982
BSO,52,01-01-2010,772
VGO,6,04-04-2017,303
BSO,15,07-06-2022,1730
VGO,6,29-07-2010,375
VGO,5,23-06-2010,983
KDV,16,01-01-2014,1931
KDV,16,20-10-2014,1911
VGO,6,30-08-2012,758
VGO,6,26-01-2011,119
BSO,120,15-07-2011,546
KDV,44,09-01-2013,1659
KDV,60,01-01-2010,988
KDV,32,21-12-2021,654
BSO,20,01-01-2010,518
BSO,50,01-01-2010,344
KDV,52,01-01-2010,518
VGO,6,22-11-2010,1859
KDV,8,16-03-2020,160
BSO,20,27-11-2013,1721
BSO,20,25-02-2013,479
KDV,32,22-10-2012,687
VGO,6,05-10-2017,361
KDV,16,01-01-2019,599
VGO,4,23-07-2012,1982
VGO,6,14-07-2015,1621
VGO,6,12-09-2018,637
BSO,18,30-04-2021,899
BSO,22,07-08-2020,34
BSO,22,18-06-2019,166
VGO,6,16-12-2010,1970
BSO,22,20-02-2020,307
VGO,6,20-01-2017,1961
KDV,68,01-01-2007,753
VGO,6,05-11-2020,263
BSO,44,03-07-2014,518
VGO,6,09-02-2019,505
VGO,6,19-10-2010,1970
KDV,40,05-08-2015,1731
VGO,6,04-09-2019,173
BSO,25,01-01-2015,14
BSO,80,04-08-2010,294
VGO,4,05-10-2010,1669
VGO,6,15-09-2011,141
KDV,56,13-05-2013,824
VGO,6,17-08-2010,848
VGO,6,08-11-2018,200
KDV,16,01-09-2019,537
VGO,4,03-05-2022,193
VGO,6,28-08-2020,118
KDV,48,01-09-2011,285
BSO,22,25-09-2009,622
BSO,16,18-03-2020,86
KDV,34,01-01-2010,34
GOB,NaN,04-09-2017,80
VGO,6,03-09-2021,34
VGO,6,26-02-2015,637
VGO,6,08-04-2019,289
VGO,6,28-04-2020,505
VGO,6,11-04-2022,938
BSO,22,05-01-2015,796
KDV,108,01-01-2005,606
VGO,6,29-07-2020,484
VGO,6,03-08-2010,394
VGO,6,29-09-2010,1916
KDV,97,01-10-2008,820
VGO,6,14-06-2010,385
VGO,6,25-10-2012,518
VGO,6,06-07-2015,228
BSO,40,26-04-2011,392
KDV,16,01-09-2013,269
BSO,40,01-01-2005,213
KDV,32,28-08-2017,1954
VGO,6,14-06-2013,1699
VGO,6,02-08-2010,345
VGO,2,01-04-2020,777
VGO,6,17-05-2010,402
VGO,6,22-06-2010,420
KDV,18,11-07-2013,1706
VGO,4,01-03-2018,1942
KDV,24,01-01-2010,1695
VGO,6,04-08-2016,1966
KDV,59,01-01-2010,597
VGO,3,17-09-2021,865
VGO,6,13-02-2018,451
VGO,6,16-11-2018,1892
BSO,16,01-10-2021,599
KDV,94,20-12-2010,820
KDV,44,01-01-1999,1948
VGO,4,29-07-2010,1894
VGO,6,12-03-2014,193
VGO,6,13-08-2021,1955
VGO,6,07-03-2018,772
KDV,40,01-01-2010,1783
VGO,6,05-03-2018,86
VGO,6,09-06-2017,1900
VGO,6,07-07-2014,439
VGO,4,11-07-2013,114
BSO,36,01-01-2017,246
VGO,4,12-12-2016,153
VGO,6,29-04-2019,345
GOB,NaN,01-01-2010,301
VGO,6,07-12-2012,1916
VGO,6,17-05-2022,302
VGO,6,01-08-2013,855
BSO,22,08-01-2015,406
KDV,40,20-10-2010,762
KDV,30,01-01-2010,153
VGO,6,27-09-2010,230
KDV,16,23-07-2020,758
BSO,60,01-01-2010,394
VGO,6,01-09-2021,1952
VGO,6,10-05-2022,14
VGO,6,31-03-2010,80
KDV,16,01-11-2015,361
KDV,30,17-08-2021,907
VGO,1,18-03-2021,1669
VGO,6,23-02-2010,1894
KDV,45,01-01-2010,599
KDV,16,23-04-2014,828
BSO,50,01-01-2010,358
VGO,6,18-06-2019,1730
VGO,4,07-12-2010,1948
VGO,6,27-01-2020,917
VGO,6,30-08-2010,498
VGO,6,01-09-2021,363
BSO,70,01-01-2010,503
KDV,16,30-07-2012,363
KDV,62,01-03-2021,482
VGO,6,01-06-2018,1969
VGO,4,18-01-2011,1959
BSO,64,01-01-2010,1942
VGO,6,06-07-2021,796
GOB,NaN,01-01-2010,637
VGO,6,18-05-2021,394
VGO,6,17-09-2010,1701
KDV,16,14-07-2015,642
VGO,6,17-08-2022,193
KDV,16,07-12-2020,243
KDV,72,01-01-2010,193
VGO,6,10-08-2010,858
VGO,6,01-04-2021,375
VGO,6,01-02-2021,1728
KDV,84,02-12-2019,405
KDV,80,01-08-2011,531
VGO,6,24-04-2020,153
VGO,4,31-01-2013,262
KDV,44,20-10-2015,1969
KDV,31,01-08-2015,1731
VGO,6,26-01-2016,114
BSO,40,27-02-2018,547
KDV,60,01-04-2016,307
KDV,24,01-01-2010,1883
VGO,6,27-07-2017,1742
BSO,46,11-09-2010,388
VGO,6,31-07-2020,230
BSO,8,01-01-2010,1969
VGO,6,14-04-2011,1708
VGO,6,30-04-2018,537
VGO,6,10-02-2020,1659
BSO,56,02-09-2013,301
KDV,32,05-06-2013,344
KDV,16,05-09-2021,263
BSO,50,01-01-2010,867
KDV,48,06-08-2014,1959
VGO,6,20-09-2010,200
VGO,6,28-03-2022,302
VGO,5,22-09-2010,297
VGO,6,24-09-2012,453
BSO,36,04-11-2004,553
VGO,6,21-03-2017,501
VGO,6,09-12-2013,150
VGO,6,11-07-2019,503
VGO,6,21-10-2021,363
VGO,4,28-09-2010,173
KDV,24,01-01-2010,14
BSO,80,01-01-2010,164
KDV,44,01-01-2010,1948
BSO,20,18-03-2021,484
BSO,20,01-11-2020,361
VGO,6,15-12-2010,80
VGO,6,25-10-2010,294
VGO,6,09-09-2019,1783
KDV,66,01-01-2010,397
VGO,6,01-07-2010,307
VGO,3,24-08-2010,855
VGO,6,25-08-2020,164
KDV,16,11-06-2013,268
VGO,6,27-07-2010,1911
BSO,40,01-01-2010,173
BSO,44,01-01-2014,119
VGO,6,04-11-2010,396
VGO,6,18-10-2010,546
VGO,6,01-08-2012,632
VGO,6,01-05-2017,14
VGO,6,28-10-2019,590
BSO,33,01-01-2010,1676
KDV,48,30-09-2010,34
VGO,6,21-11-2019,796
BSO,35,23-11-2004,654
KDV,43,12-08-2013,796
KDV,16,23-08-2021,394
VGO,6,01-11-2017,855
KDV,16,12-11-2015,90
KDV,32,01-01-2010,275
KDV,16,01-07-2016,716
VGO,6,20-09-2010,1952
VGO,6,13-08-2010,1586
VGO,6,16-05-2022,14
VGO,6,23-03-2016,1950
VGO,6,03-09-2020,1948
VGO,6,15-10-2010,1742
VGO,6,30-08-2013,1982
KDV,74,19-10-2015,307
KDV,30,30-07-2012,363
VGO,6,17-12-2015,118
BSO,52,30-08-2021,716
BSO,80,01-06-2012,275
VGO,6,12-07-2021,268
KDV,59,01-09-2014,267
VGO,6,19-10-2010,479
BSO,20,02-11-2011,1979
VGO,6,06-03-2018,523
VGO,6,08-03-2017,150
KDV,12,01-08-2011,1711
BSO,24,04-03-2015,748
BSO,47,01-05-2015,355
VGO,6,14-07-2022,269
VGO,6,07-11-2012,1900
KDV,14,15-02-2019,599
VGO,6,31-12-2013,1735
KDV,24,01-08-2019,399
VGO,5,18-05-2015,1586
KDV,16,01-02-2015,855
BSO,20,01-01-2010,599
BSO,26,01-01-2018,363
VGO,6,13-09-2012,197
KDV,14,27-12-2012,60
KDV,32,29-12-2010,796
BSO,25,03-01-2005,677
VGO,4,26-08-2010,1970
VGO,6,22-09-2020,388
BSO,32,01-05-2019,352
VGO,6,10-02-2020,164
VGO,6,18-07-2017,518
KDV,22,14-05-2012,777
VGO,6,28-02-2019,1900
KDV,66,02-01-2010,342
VGO,6,22-07-2015,518
VGO,6,14-09-2020,269
KDV,48,19-08-2019,820
VGO,2,20-11-2020,1509
BSO,20,26-10-2020,344
BSO,21,01-12-2007,606
VGO,6,15-06-2022,1963
VGO,3,16-12-2020,1876
GOB,NaN,17-06-2010,361
VGO,6,19-08-2010,106
VGO,6,01-07-2022,664
VGO,6,29-11-2018,1961
BSO,18,20-12-2018,98
VGO,6,01-12-2017,957
BSO,44,24-07-2017,534
KDV,30,20-07-2016,1701
VGO,6,16-09-2010,294
KDV,22,01-09-2017,34
GOB,NaN,29-10-2013,376
VGO,6,09-12-2010,1970
KDV,62,01-01-2010,363
VGO,6,22-09-2010,1982
VGO,6,17-01-2018,34
KDV,35,10-11-2004,513
VGO,6,05-10-2010,402
VGO,6,17-12-2021,34
BSO,70,10-12-2020,505
KDV,32,01-01-2010,597
KDV,124,01-01-2010,437
VGO,6,20-09-2010,119
KDV,36,01-01-2010,402
BSO,20,01-08-2015,542
VGO,6,01-09-2020,599
VGO,6,12-01-2022,439
KDV,16,01-05-2017,823
VGO,6,19-07-2010,1774
BSO,48,14-01-2020,177
BSO,40,12-06-2012,503
BSO,110,01-01-2010,637
KDV,16,01-01-2016,228
VGO,6,06-01-2017,599
BSO,90,01-01-2010,363
VGO,6,29-04-2010,34
KDV,104,02-01-2010,1894
BSO,80,01-03-2011,327
BSO,55,15-04-2005,415
VGO,6,24-09-2014,193
VGO,6,12-01-2021,80
BSO,30,17-08-2020,160
BSO,89,01-12-2018,362
VGO,6,15-10-2010,193
BSO,40,14-10-2013,855
VGO,6,12-11-2020,203
BSO,40,18-10-2010,1949
VGO,6,22-11-2010,664
VGO,6,15-07-2021,34
VGO,2,23-03-2021,503
VGO,6,01-01-2012,867
VGO,6,14-11-2013,1734
GOB,NaN,01-01-2010,302
KDV,28,18-01-2019,80
VGO,6,12-11-2014,1931
VGO,6,20-12-2021,321
BSO,19,22-08-2016,1978
KDV,32,01-01-2010,678
VGO,6,15-07-2021,1900
KDV,12,28-08-2018,385
VGO,6,01-09-2011,1771
VGO,6,20-08-2021,171
VGO,6,13-07-2017,637
KDV,53,12-01-2021,589
VGO,5,15-12-2017,262
VGO,6,01-04-2021,1949
VGO,6,05-10-2021,865
BSO,75,01-01-2010,637
VGO,4,10-01-2019,344
VGO,6,22-01-2018,193
VGO,5,20-08-2016,355
VGO,4,20-10-2021,317
VGO,6,01-01-2011,743
VGO,6,19-05-2022,717
VGO,6,10-02-2016,1859
KDV,30,01-01-2010,599
KDV,16,01-09-2015,1895
VGO,6,22-04-2020,1901
VGO,6,17-08-2011,988
VGO,6,02-10-2014,736
KDV,48,02-09-2010,1700
VGO,6,05-09-2017,90
BSO,24,01-01-2010,1982
VGO,6,23-07-2010,177
VGO,4,05-10-2021,397
VGO,6,16-03-2020,166
VGO,6,31-08-2015,855
BSO,42,10-06-2013,479
VGO,6,18-01-2011,200
KDV,16,03-09-2012,392
BSO,150,20-07-2010,358
BSO,10,24-06-2020,34
BSO,40,01-09-2011,344
VGO,6,11-04-2018,392
BSO,140,07-07-2014,518
KDV,16,04-08-2021,301
GOB,NaN,01-01-2010,344
BSO,46,20-04-2012,243
KDV,8,28-06-2010,484
VGO,6,18-10-2012,637
VGO,6,28-08-2020,1952
VGO,6,31-07-2018,984
VGO,6,12-11-2018,599
KDV,16,30-09-2013,1676
VGO,6,22-02-2013,148
KDV,16,16-08-2015,441
VGO,2,06-04-2018,599
VGO,6,14-07-2014,637
KDV,28,01-01-2014,1690
KDV,48,26-07-2022,184
KDV,16,20-08-2018,1507
BSO,50,30-07-2013,758
KDV,64,02-09-2016,599
KDV,80,10-01-2011,855
KDV,25,01-01-2010,505
BSO,40,24-02-2020,1963
KDV,32,02-01-2010,957
KDV,28,16-06-2011,899
GOB,NaN,24-07-2015,518
KDV,48,22-08-2016,546
VGO,6,14-03-2022,85
KDV,16,11-05-2016,34
VGO,6,29-09-2010,200
VGO,6,02-12-2010,74
VGO,6,16-03-2020,1884
VGO,6,01-12-2020,171
BSO,60,01-01-2010,344
VGO,6,30-10-2012,74
KDV,16,07-02-2019,1723
VGO,6,28-01-2022,1961
KDV,16,05-05-2012,297
VGO,4,25-11-2010,166
VGO,6,28-08-2013,150
BSO,34,01-04-2019,824
BSO,44,12-07-2021,762
VGO,6,01-12-2021,995
KDV,15,15-03-2009,439
KDV,12,22-11-2010,479
BSO,22,01-01-2010,867
VGO,5,23-04-2020,1859
KDV,108,01-01-2010,344
BSO,20,07-03-2016,1942
VGO,6,15-03-2017,599
VGO,6,16-10-2019,1940
KDV,31,01-03-2010,106
KDV,70,01-02-2006,202
KDV,16,27-08-2012,503
BSO,20,01-06-2021,310
BSO,22,24-01-2019,453
BSO,34,02-07-2019,928
VGO,6,08-03-2012,1931
KDV,16,01-07-2017,1586
KDV,72,01-01-2010,432
KDV,55,01-01-2005,377
KDV,14,05-09-2016,293
VGO,4,08-07-2021,80
VGO,6,26-03-2022,1949
VGO,6,15-08-2022,1904
VGO,6,17-10-2011,748
KDV,15,22-08-2016,344
BSO,5,01-01-2010,1950
VGO,6,21-11-2018,1930
GOB,NaN,01-01-2010,828
VGO,5,11-07-2013,197
KDV,68,01-02-2013,355
VGO,6,24-06-2013,983
KDV,14,01-01-2010,344
VGO,4,17-12-2010,599
VGO,6,28-12-2015,678
VGO,6,15-11-2019,203
KDV,27,22-07-2016,637
VGO,6,22-09-2021,297
BSO,20,22-12-2016,1963
VGO,6,25-10-2012,1891
BSO,22,19-11-2020,537
GOB,NaN,01-01-2010,984
KDV,16,08-01-2018,482
VGO,6,02-09-2010,1641
KDV,28,09-11-2015,1900
KDV,36,06-10-2011,363
VGO,4,01-08-2022,1970
KDV,15,21-12-2020,1970
BSO,19,01-05-2015,889
BSO,20,06-05-2019,1966
BSO,100,01-01-2010,505
VGO,6,21-03-2014,599
BSO,36,04-07-2014,363
VGO,6,28-04-2022,168
VGO,6,06-08-2020,1940
VGO,6,13-07-2010,1742
KDV,16,01-08-2018,321
BSO,56,12-03-2012,363
VGO,6,18-08-2010,505
VGO,6,01-01-2021,610
KDV,32,01-06-2014,202
BSO,88,01-01-2010,356
BSO,60,01-12-2013,1783
BSO,60,06-07-2011,820
VGO,6,20-09-2010,214
KDV,28,01-08-2017,1948
VGO,6,10-11-2021,80
VGO,5,21-12-2020,1507
KDV,32,28-06-2018,1926
KDV,103,01-01-2010,402
BSO,20,01-04-2017,855
BSO,50,01-01-2010,453
KDV,15,01-01-2010,503
VGO,2,18-11-2010,180
BSO,30,01-01-2010,1708
VGO,6,12-10-2010,809
BSO,30,07-11-2016,281
KDV,60,01-01-2010,489
VGO,6,15-06-2015,1903
BSO,60,22-10-2015,865
BSO,76,01-01-2010,845
BSO,30,01-01-2010,150
VGO,6,14-04-2022,200
VGO,6,08-02-2011,1911
KDV,44,01-01-2010,518
KDV,48,20-03-2013,193
VGO,6,18-09-2014,796
BSO,60,01-01-2010,1783
VGO,6,01-10-2010,995
KDV,32,20-12-2012,505
KDV,56,01-01-2010,642
BSO,24,01-01-2021,345
KDV,16,16-09-2016,1949
VGO,6,16-12-2013,232
KDV,16,09-11-2016,394
KDV,27,05-02-2016,599
VGO,6,05-03-2019,405
VGO,6,09-12-2021,203
BSO,55,01-11-2010,405
VGO,4,20-04-2021,277
KDV,32,04-08-2014,303
BSO,16,09-01-2017,420
KDV,28,13-08-2010,163
BSO,32,16-08-2021,796
VGO,6,23-02-2018,383
KDV,64,23-02-2022,579
VGO,6,04-11-2021,294
VGO,4,08-11-2010,193
BSO,68,01-01-2010,150
VGO,6,23-05-2016,1892
VGO,6,17-08-2012,1959
KDV,44,02-01-2010,232
KDV,10,09-10-2013,518
KDV,15,01-08-2015,344
VGO,6,21-09-2021,855
VGO,4,23-11-2011,1681
KDV,16,23-04-2013,965
VGO,6,03-11-2010,164
KDV,16,13-07-2012,995
BSO,22,22-03-2018,1980
KDV,16,01-01-2012,1982
VGO,6,06-03-2018,106
VGO,6,15-10-2010,388
BSO,30,17-08-2015,106
VGO,4,13-08-2013,1982
KDV,32,13-10-2015,687
VGO,5,21-07-2010,148
BSO,39,22-08-2016,344
VGO,6,27-11-2020,1876
KDV,32,14-03-2014,34
VGO,6,26-10-2018,1706
VGO,6,01-10-2010,715
VGO,6,11-01-2021,1969
VGO,6,12-11-2010,1774
VGO,6,01-02-2014,772
VGO,6,19-11-2013,450
VGO,6,29-07-2019,542
BSO,50,01-01-2010,399
VGO,6,24-01-2013,285
VGO,6,04-02-2014,153
VGO,4,23-01-2014,296
VGO,6,31-03-2015,637
KDV,90,01-01-2010,363
BSO,44,21-02-2012,275
KDV,38,28-01-2022,518
VGO,4,31-01-2012,327
VGO,6,26-07-2010,203
VGO,6,17-06-2019,599
VGO,6,05-10-2010,917
BSO,40,01-09-2020,599
VGO,6,28-04-2016,858
KDV,45,19-08-2010,164
KDV,96,01-01-2010,547
VGO,6,10-09-2020,448
BSO,44,01-01-2022,342
BSO,40,01-01-2010,344
VGO,6,16-09-2020,294
BSO,130,10-11-2009,766
VGO,6,01-08-2021,1699
VGO,4,03-12-2018,268
KDV,86,02-07-2012,228
VGO,4,17-05-2019,383
VGO,4,02-02-2022,1690
VGO,6,17-11-2010,90
VGO,6,22-08-2014,1734
KDV,16,20-08-2012,335
BSO,44,01-01-2010,363
VGO,6,01-10-2018,59
VGO,6,28-03-2013,1978
KDV,79,01-01-2010,518
VGO,6,10-12-2018,344
KDV,16,01-11-2013,14
VGO,6,21-12-2017,363
KDV,24,24-05-2022,37
VGO,6,23-11-2015,1952
BSO,62,16-05-2014,518
BSO,40,11-10-2017,344
VGO,3,01-07-2013,1883
BSO,41,23-08-2021,394
VGO,6,01-04-2021,1959
VGO,6,09-03-2020,361
VGO,6,28-05-2019,1709
KDV,44,01-01-2010,363
VGO,6,15-09-2010,14
VGO,6,19-10-2010,1961
KDV,59,01-01-2010,482
VGO,4,18-03-2021,98
VGO,6,19-11-2018,355
VGO,6,01-10-2014,1719
BSO,30,15-01-2016,518
BSO,20,31-05-2012,80
VGO,6,29-09-2015,453
VGO,6,21-08-2019,34
KDV,16,01-01-2010,405
VGO,6,08-11-2010,141
BSO,65,14-07-2014,327
VGO,6,01-09-2010,1949
BSO,22,02-12-2009,308
BSO,20,29-11-2004,654
VGO,4,25-08-2010,299
VGO,6,08-04-2015,503
VGO,6,02-09-2021,285
VGO,4,24-02-2022,796
VGO,6,25-08-2010,1940
VGO,6,05-11-2010,518
VGO,6,01-06-2022,1966
VGO,6,05-10-2010,193
KDV,16,22-11-2012,405
VGO,6,01-10-2021,546
VGO,6,27-07-2022,882
VGO,6,08-01-2019,1960
KDV,28,01-09-2011,794
KDV,30,01-10-2005,118
VGO,6,24-09-2010,263
BSO,70,01-01-2010,1581
KDV,29,03-09-2012,164
VGO,6,28-01-2022,758
VGO,4,04-07-2012,59
VGO,6,09-08-2010,772
BSO,22,27-06-2011,1895
KDV,23,01-01-2005,200
KDV,16,10-10-2016,794
BSO,9,01-01-2017,200
VGO,6,13-07-2016,532
KDV,16,04-11-2015,74
VGO,6,03-01-2022,226
VGO,6,22-02-2021,502
VGO,6,25-05-2022,184
VGO,6,03-08-2021,163
VGO,6,08-01-2021,202
VGO,2,09-11-2010,502
KDV,16,01-05-2013,505
VGO,6,21-07-2021,1598
KDV,16,11-10-2021,420
KDV,16,19-12-2012,243
KDV,51,15-10-2018,274
KDV,32,13-09-2017,794
VGO,6,04-08-2011,1892
KDV,11,06-04-2010,1926
VGO,6,07-09-2010,153
BSO,27,18-12-2018,301
VGO,6,18-08-2011,363
KDV,16,23-10-2020,160
BSO,58,02-11-2004,399
VGO,6,12-10-2010,736
KDV,16,01-01-2020,14
BSO,40,21-07-2016,1705
VGO,3,14-04-2015,202
BSO,20,15-04-2010,938
BSO,44,01-08-2012,855
VGO,6,01-11-2014,86
VGO,6,20-10-2010,642
KDV,16,07-02-2012,1945
GOB,NaN,10-10-2018,262
BSO,22,20-07-2022,400
KDV,32,26-10-2012,363
BSO,40,05-02-2008,542
VGO,6,29-09-2017,1961
VGO,6,27-11-2017,1940
VGO,6,01-09-2017,392
VGO,6,13-06-2013,1507
VGO,6,13-02-2018,80
VGO,6,21-09-2020,758
VGO,6,19-12-2012,865
BSO,25,01-01-2010,34
VGO,6,19-03-2021,553
VGO,6,01-11-2018,50
BSO,20,17-05-2021,505
KDV,16,02-08-2012,995
VGO,6,01-04-2022,542
KDV,88,01-01-2010,530
VGO,6,13-04-2015,907
KDV,73,01-07-2020,307
VGO,6,19-07-2011,200
KDV,32,01-01-2018,826
KDV,16,03-09-2018,394
VGO,5,06-01-2011,637
VGO,6,30-10-2018,537
VGO,6,20-08-2015,579
BSO,55,10-12-2013,1667
KDV,28,01-01-2010,1719
VGO,6,25-07-2016,150
VGO,4,02-11-2010,34
VGO,6,14-09-2010,772
BSO,60,01-01-2010,267
KDV,58,01-01-2010,503
VGO,6,30-11-2021,164
KDV,16,01-01-2010,1783
BSO,44,01-01-2005,200
VGO,4,03-12-2010,893
BSO,44,15-06-2006,553
VGO,6,12-08-2010,307
VGO,4,27-03-2019,1705
VGO,3,24-08-2021,392
VGO,6,28-08-2012,482
KDV,48,01-01-2010,867
BSO,30,02-02-2009,1709
VGO,6,26-07-2022,498
KDV,74,01-01-2008,268
KDV,29,07-02-2013,1930
VGO,6,03-05-2011,1969
VGO,6,30-08-2018,1924
KDV,73,01-01-2010,392
BSO,24,15-07-2019,1979
BSO,50,03-08-2021,848
BSO,51,01-01-2010,479
VGO,6,20-03-2014,1969
KDV,40,25-07-2019,34
KDV,32,01-01-2010,34
VGO,6,15-06-2010,226
KDV,16,01-06-2014,216
VGO,6,24-09-2020,147
KDV,20,16-05-2022,1970
BSO,44,01-09-2019,1904
VGO,4,30-01-2013,599
BSO,20,06-03-2017,173
KDV,16,30-10-2012,537
KDV,43,03-09-2010,1916
VGO,6,03-12-2019,1900
BSO,36,19-08-2016,344
KDV,60,01-01-2010,193
KDV,56,01-01-2010,344
VGO,6,16-08-2010,420
VGO,6,05-02-2018,150
VGO,6,01-08-2012,296
VGO,6,30-12-2015,599
KDV,28,23-02-2011,599
VGO,6,05-05-2021,758
VGO,6,29-07-2021,899
VGO,6,20-11-2019,797
BSO,57,01-01-2010,938
BSO,240,01-01-2010,599
BSO,20,22-08-2011,1652
VGO,6,08-07-2021,90
BSO,30,01-08-2021,200
KDV,32,01-01-2010,715
BSO,57,01-09-2012,14
KDV,9,14-11-2012,363
BSO,40,09-07-2015,453
VGO,6,01-01-2022,766
KDV,16,05-09-2011,399
VGO,5,20-01-2011,160
BSO,70,01-01-2010,1699
VGO,6,22-10-2010,281
VGO,4,08-02-2021,537
KDV,12,10-10-2012,1948
VGO,4,24-09-2015,983
VGO,6,16-04-2019,119
VGO,6,11-12-2020,189
BSO,65,01-01-2013,505
VGO,4,27-09-2012,820
KDV,8,26-10-2020,861
VGO,5,15-05-2014,1883
BSO,100,01-01-2010,439
VGO,6,26-11-2015,118
VGO,6,21-09-2010,160
KDV,14,28-12-2012,344
VGO,6,02-06-2015,1969
VGO,6,09-06-2022,995
VGO,6,24-02-2020,310
VGO,6,17-06-2014,1708
VGO,6,19-12-2012,1959
KDV,16,22-10-2018,209
KDV,32,22-07-2010,758
VGO,6,29-04-2014,1945
VGO,6,18-02-2021,1895
KDV,16,16-04-2013,505
BSO,40,01-01-2010,441
BSO,10,02-11-2021,281
VGO,3,24-08-2017,59
VGO,5,02-11-2011,200
VGO,6,26-04-2022,512
VGO,6,09-08-2010,175
VGO,6,03-08-2012,86
VGO,6,17-06-2011,737
KDV,32,22-07-2022,1728
VGO,6,12-03-2015,599
VGO,6,19-11-2010,394
VGO,6,11-11-2020,34
KDV,16,10-08-2021,267
VGO,6,08-06-2011,1982
VGO,6,20-10-2020,150
VGO,6,11-05-2015,796
VGO,5,16-06-2010,439
KDV,32,01-03-2016,599
VGO,6,01-01-2020,141
BSO,48,02-05-2018,193
KDV,40,17-05-2021,362
KDV,16,14-05-2018,183
KDV,48,01-01-2010,355
VGO,6,01-04-2019,141
KDV,16,07-09-2015,917
VGO,2,19-07-2010,34
KDV,32,09-07-2015,376
GOB,NaN,19-05-2020,758
VGO,6,15-08-2020,148
BSO,40,01-01-2010,34
VGO,6,26-07-2010,851
BSO,40,10-06-2010,173
VGO,6,04-11-2020,1723
BSO,12,24-01-2022,400
KDV,56,21-07-2010,244
VGO,6,26-08-2010,34
VGO,6,24-10-2011,995
KDV,72,01-01-2010,785
KDV,14,20-08-2015,796
BSO,68,03-07-2018,441
KDV,32,26-10-2012,363
VGO,6,26-06-2019,34
KDV,52,01-01-2010,599
BSO,40,01-01-2010,637
VGO,6,01-05-2019,200
KDV,16,21-06-2017,302
VGO,6,07-06-2022,267
BSO,60,18-04-2011,1892
BSO,8,01-02-2020,1966
VGO,6,22-07-2015,405
VGO,4,23-12-2019,221
BSO,60,01-02-2011,880
BSO,22,02-04-2010,355
VGO,3,24-08-2010,453
BSO,20,01-10-2015,392
BSO,48,05-09-2011,1942
KDV,52,01-01-2010,772
VGO,6,12-08-2013,98
BSO,126,01-01-2003,1926
VGO,6,18-06-2020,80
BSO,90,01-01-2010,344
