type,spots_available,begin_date,municipality_code
VGO,3,21-03-2022,603
VGO,6,21-07-2016,1896
VGO,4,06-04-2017,622
VGO,6,19-11-2019,889
KDV,57,01-01-2010,1734
VGO,6,18-03-2014,758
VGO,6,26-08-2019,109
BSO,60,09-08-2013,1926
VGO,6,07-09-2010,1949
BSO,20,28-02-2022,362
VGO,5,01-07-2016,575
VGO,6,07-12-2011,518
VGO,6,03-08-2010,226
VGO,6,19-09-2016,512
VGO,6,28-03-2017,984
BSO,40,19-08-2013,109
VGO,6,11-04-2022,599
VGO,6,25-04-2019,482
VGO,6,10-06-2014,716
VGO,6,11-10-2021,1942
KDV,13,03-07-2015,363
BSO,16,24-12-2013,1900
VGO,6,01-08-2021,363
BSO,70,01-09-1998,1655
KDV,50,01-06-2018,629
KDV,78,11-12-2014,1714
BSO,40,01-01-2014,119
VGO,6,20-07-2010,453
VGO,6,15-09-2010,1969
BSO,22,01-08-2016,114
VGO,6,26-08-2019,158
KDV,45,01-01-2010,797
KDV,58,01-01-2010,106
VGO,6,02-05-2017,1586
KDV,16,04-04-2012,779
VGO,6,01-07-2010,753
KDV,60,01-03-1994,377
KDV,16,01-01-2010,1959
VGO,6,08-07-2014,1900
BSO,250,01-01-2010,394
BSO,40,01-09-2017,1734
KDV,32,24-06-2014,1980
KDV,12,20-06-2015,344
VGO,6,30-04-2019,537
KDV,8,30-06-2014,363
KDV,32,06-08-2012,518
VGO,6,03-01-2020,1982
BSO,32,18-10-2010,361
VGO,6,30-05-2018,1930
KDV,16,22-11-2019,363
KDV,65,23-03-2011,575
BSO,18,02-01-2010,757
KDV,56,17-11-2010,1980
KDV,104,01-01-2010,363
VGO,6,06-09-2010,85
VGO,4,17-01-2022,855
VGO,6,01-07-2018,479
VGO,6,10-12-2010,114
KDV,8,03-11-2020,59
KDV,13,11-03-2020,47
VGO,6,03-07-2014,907
KDV,76,01-01-2010,1621
BSO,50,25-09-2012,225
VGO,6,26-10-2010,197
VGO,5,07-10-2019,736
VGO,6,05-11-2010,1681
VGO,6,21-04-2022,402
KDV,45,01-12-2015,14
KDV,14,04-08-2010,294
VGO,6,31-08-2010,453
BSO,24,15-04-2011,1859
VGO,6,20-05-2021,547
KDV,28,17-10-2017,405
KDV,32,31-08-2015,1705
BSO,30,01-04-2016,263
KDV,16,01-05-2013,505
VGO,6,08-11-2010,1900
KDV,8,27-07-2018,1940
KDV,36,16-01-2017,226
BSO,64,01-01-2010,80
VGO,6,17-07-2017,484
VGO,6,05-06-2012,1991
KDV,32,18-01-2003,599
BSO,28,01-01-2010,703
KDV,72,01-11-2010,228
GOB,NaN,01-03-2015,798
GOB,NaN,27-05-2013,402
VGO,6,06-10-2010,758
VGO,6,25-02-2010,971
VGO,4,25-11-2010,281
VGO,5,01-02-2017,344
VGO,6,20-01-2022,14
VGO,2,26-11-2010,222
VGO,6,10-02-2022,758
BSO,130,01-01-2010,453
VGO,6,25-01-2022,848
BSO,30,01-09-2015,1940
BSO,55,02-03-2020,638
VGO,6,20-02-2014,168
KDV,28,28-12-2015,141
VGO,6,27-08-2010,1903
VGO,6,24-09-2010,1730
BSO,70,01-01-2010,518
VGO,6,17-01-2013,569
KDV,96,01-01-2005,855
VGO,6,01-09-2021,1876
VGO,6,03-09-2010,34
KDV,16,20-12-2012,203
KDV,16,08-06-2015,59
KDV,60,08-03-2012,267
VGO,6,09-09-2010,858
VGO,5,11-10-2010,385
VGO,6,01-09-2021,355
VGO,6,23-07-2021,1699
BSO,46,29-03-2011,772
VGO,6,08-10-2021,1926
KDV,28,27-02-2014,1723
BSO,60,20-12-2012,505
VGO,6,16-03-2010,1525
VGO,4,07-06-2012,1950
BSO,66,03-08-2020,361
VGO,6,18-08-2010,687
VGO,6,23-04-2018,1969
VGO,6,14-09-2021,307
VGO,6,11-05-2022,772
VGO,6,12-12-2019,375
VGO,6,27-09-2010,1891
BSO,30,09-07-2015,1674
VGO,6,02-05-2022,80
VGO,6,29-09-2010,743
KDV,16,10-07-2017,166
VGO,6,12-07-2010,826
KDV,48,01-01-2010,1883
VGO,6,23-07-2020,394
KDV,32,16-08-2013,310
VGO,6,09-09-2020,405
KDV,48,15-08-2011,197
BSO,60,01-01-2010,392
KDV,38,29-10-2007,703
VGO,6,06-01-2022,164
VGO,4,08-05-2013,1894
VGO,6,20-01-2022,1701
BSO,60,01-01-2010,995
KDV,16,01-01-2017,882
VGO,6,07-08-2020,281
BSO,9,01-08-2018,1903
BSO,30,04-07-2022,1961
KDV,16,01-01-2010,995
VGO,6,08-02-2022,983
KDV,13,01-01-2010,363
VGO,6,14-09-2010,197
BSO,40,01-07-2021,784
VGO,6,06-07-2017,294
KDV,24,01-01-2010,363
VGO,6,04-03-2013,1509
VGO,6,08-12-2010,855
BSO,40,22-06-2020,1525
VGO,6,22-01-2021,150
GOB,NaN,17-06-2016,451
VGO,6,21-07-2020,180
VGO,6,21-11-2018,1954
VGO,6,05-10-2010,189
BSO,22,09-10-2017,164
BSO,30,27-08-2018,534
KDV,16,13-12-2012,1581
KDV,16,27-05-2021,363
VGO,6,22-04-2016,362
VGO,5,12-06-2018,345
VGO,6,15-03-2017,824
KDV,28,30-03-2015,184
VGO,6,13-08-2015,1940
VGO,6,01-06-2010,1581
VGO,6,11-12-2018,1621
BSO,160,01-01-2010,1734
VGO,6,24-02-2012,34
KDV,32,26-03-2013,505
VGO,6,19-02-2013,1978
KDV,27,27-08-2015,400
VGO,4,06-09-2016,363
VGO,6,09-05-2016,228
VGO,6,31-08-2021,848
VGO,6,14-09-2021,397
VGO,6,24-11-2011,599
VGO,6,10-08-2017,1699
KDV,16,02-03-2020,1940
KDV,54,01-01-2010,307
VGO,6,13-01-2014,363
KDV,32,16-04-2010,1709
VGO,6,24-08-2010,453
KDV,96,01-01-2010,164
BSO,140,01-08-2007,202
KDV,16,01-06-2014,202
VGO,5,02-11-2010,1963
KDV,60,02-01-2010,889
VGO,6,20-12-2018,479
KDV,48,01-01-2010,995
VGO,6,03-04-2012,233
VGO,6,04-05-2021,344
KDV,52,30-09-2011,798
BSO,40,21-08-2018,599
KDV,16,19-08-2021,638
KDV,24,01-05-2013,1598
VGO,5,29-11-2010,1931
VGO,6,05-10-2010,484
KDV,15,01-08-2021,344
KDV,32,02-01-2019,98
VGO,5,24-08-2012,226
KDV,39,02-01-2006,451
KDV,62,01-01-2010,715
VGO,6,07-05-2010,1903
VGO,6,14-07-2020,268
VGO,6,30-09-2010,957
VGO,6,13-10-2015,405
KDV,16,18-10-2021,363
VGO,6,28-09-2020,166
BSO,10,06-02-2017,363
VGO,4,16-12-2010,599
GOB,NaN,01-01-2010,394
VGO,4,25-11-2010,193
KDV,16,04-07-2012,1931
VGO,6,09-12-2021,14
BSO,40,26-08-2013,262
VGO,4,16-11-2010,1706
VGO,6,28-01-2021,147
KDV,96,29-10-2012,355
VGO,6,11-10-2016,345
VGO,6,18-01-2017,1674
KDV,24,22-08-2016,796
BSO,40,01-08-2008,377
VGO,6,18-02-2022,513
VGO,4,05-11-2021,86
BSO,33,17-01-2019,984
BSO,27,31-03-2021,252
KDV,32,01-03-2016,599
VGO,4,01-04-2021,262
VGO,6,25-01-2022,1883
VGO,6,20-09-2012,59
KDV,32,19-08-2014,610
VGO,6,01-01-2021,1658
VGO,6,10-12-2010,344
VGO,4,03-01-2019,344
VGO,4,16-12-2013,1930
VGO,6,01-05-2015,118
KDV,60,01-01-2010,34
VGO,5,14-10-2010,1859
BSO,25,01-09-2013,197
KDV,48,13-12-2021,1674
VGO,6,07-09-2015,1771
KDV,16,30-07-2012,363
BSO,60,03-09-2007,736
VGO,6,15-09-2018,109
VGO,4,13-07-2012,1659
VGO,6,25-03-2019,90
VGO,2,13-08-2021,281
BSO,68,17-08-2020,363
VGO,1,18-01-2019,299
BSO,40,01-01-2010,546
VGO,6,11-02-2019,275
KDV,16,21-07-2021,610
VGO,6,19-08-2010,106
VGO,6,15-01-2020,753
BSO,55,22-05-2014,1676
KDV,31,15-01-2016,518
VGO,6,20-04-2018,1728
KDV,32,23-12-2013,1700
VGO,6,19-08-2020,184
BSO,44,09-07-2020,405
KDV,32,01-08-2015,479
VGO,6,03-05-2021,1955
BSO,44,01-01-2013,743
KDV,24,05-08-2015,363
KDV,11,14-05-2018,344
KDV,32,11-02-2013,547
KDV,28,16-01-2006,1982
BSO,30,14-02-2019,828
VGO,6,12-04-2022,355
KDV,16,13-11-2012,193
VGO,5,15-07-2020,1842
KDV,52,01-01-2010,405
VGO,6,18-06-2021,153
BSO,50,11-06-2019,1681
KDV,16,10-12-2013,1740
VGO,6,20-08-2020,228
VGO,6,03-05-2021,1980
BSO,54,17-07-2020,150
BSO,33,06-11-2014,114
VGO,3,01-12-2017,200
KDV,16,30-11-2012,1771
BSO,60,16-07-2008,766
VGO,6,14-06-2017,268
VGO,6,21-08-2013,1507
VGO,6,06-10-2020,114
VGO,6,01-02-2017,356
BSO,50,25-11-2019,614
KDV,26,01-03-2016,599
KDV,32,01-05-2012,758
KDV,64,01-01-2010,772
VGO,6,13-09-2010,327
KDV,16,01-02-2014,479
KDV,84,01-01-2010,402
BSO,97,15-07-2022,599
KDV,16,07-08-2012,363
BSO,60,22-07-2014,268
BSO,36,01-05-2016,1680
BSO,48,01-01-2010,772
BSO,36,01-01-2010,307
VGO,4,04-11-2021,1773
BSO,60,01-01-2010,737
VGO,6,01-10-2012,1900
KDV,16,20-08-2018,1674
VGO,5,22-04-2022,622
BSO,60,01-01-2010,505
VGO,6,10-05-2022,983
KDV,16,12-10-2012,37
VGO,6,27-11-2014,1978
BSO,20,19-02-2019,400
VGO,6,01-01-2017,1911
KDV,28,01-04-2014,119
BSO,34,20-10-2014,1911
VGO,3,15-08-2022,537
VGO,6,09-02-2018,995
VGO,6,29-11-2012,1978
KDV,5,01-01-2010,1950
KDV,61,01-01-2018,285
VGO,6,07-12-2021,489
KDV,16,15-10-2014,518
KDV,16,15-07-2022,166
VGO,6,31-12-2019,632
KDV,44,25-11-2010,394
VGO,6,01-12-2015,482
KDV,16,07-07-2020,1970
BSO,30,02-01-2010,1740
VGO,6,21-09-2010,610
VGO,5,19-10-2020,153
VGO,6,12-05-2010,1680
VGO,6,30-09-2010,106
KDV,16,05-04-2012,1949
KDV,10,01-04-2020,599
BSO,30,25-02-2015,1859
VGO,6,22-03-2013,1669
KDV,50,01-01-2010,90
KDV,10,13-07-2017,1859
BSO,38,01-10-2012,453
KDV,64,01-01-2010,1942
VGO,6,18-07-2016,118
VGO,6,10-06-2022,1942
VGO,6,01-08-2012,296
VGO,5,15-02-2021,1895
KDV,16,01-12-2017,34
KDV,32,04-09-2012,518
KDV,50,24-01-2011,599
BSO,40,17-03-2008,753
VGO,6,15-05-2018,599
BSO,40,03-12-2013,310
KDV,96,13-08-2007,202
VGO,6,21-03-2018,417
VGO,6,11-05-2016,1507
VGO,6,15-11-2010,575
VGO,6,08-12-2017,794
VGO,4,29-11-2010,757
BSO,44,29-10-2018,363
BSO,62,01-01-2010,193
BSO,33,23-08-2010,1980
VGO,4,09-12-2010,268
VGO,4,06-10-2014,556
BSO,24,07-08-2019,1674
VGO,6,16-02-2018,986
BSO,40,19-08-2013,1680
VGO,6,18-01-2013,995
BSO,44,01-08-2012,537
VGO,2,17-03-2021,363
VGO,6,12-10-2010,164
VGO,6,07-10-2016,518
KDV,48,09-04-2009,1771
BSO,90,23-11-2005,1926
BSO,36,15-06-2010,400
VGO,6,24-11-2010,451
KDV,24,16-02-2010,1723
BSO,48,22-10-2018,353
BSO,40,07-06-2007,758
BSO,19,01-01-2020,718
VGO,4,12-11-2010,668
BSO,12,31-08-2020,1924
KDV,82,01-04-1997,285
VGO,6,17-08-2010,1969
VGO,6,12-06-2018,1690
BSO,90,01-01-2010,1783
KDV,16,30-04-2014,150
VGO,6,17-01-2022,420
VGO,6,09-03-2015,479
VGO,6,22-11-2016,310
VGO,4,29-10-2020,273
BSO,44,01-01-2010,518
VGO,6,03-03-2015,375
KDV,16,01-01-2012,590
KDV,55,22-12-2010,518
BSO,60,21-07-2010,1896
BSO,33,31-12-2004,1891
BSO,20,21-12-2017,984
KDV,15,30-01-2017,344
VGO,6,15-06-2010,1966
BSO,11,18-08-2020,984
VGO,6,10-08-2010,1940
KDV,16,23-11-2009,252
KDV,16,20-08-2018,385
BSO,60,22-10-2012,246
BSO,31,19-06-2017,1655
VGO,6,30-09-2010,928
VGO,6,03-05-2019,1969
VGO,6,06-06-2014,794
BSO,68,01-01-2010,363
VGO,6,29-10-2010,344
BSO,22,01-01-2010,150
VGO,4,20-12-2019,1949
KDV,64,01-01-2010,983
VGO,4,08-11-2010,484
VGO,6,16-02-2011,363
VGO,6,14-06-2010,534
BSO,140,05-12-2011,796
VGO,6,13-05-2013,171
VGO,4,01-07-2014,80
VGO,6,25-03-2015,1955
BSO,60,01-01-2010,363
VGO,6,07-09-2010,307
KDV,16,01-08-2007,1655
VGO,6,29-05-2020,74
VGO,6,26-04-2019,861
VGO,6,27-05-2010,74
BSO,63,01-01-2005,606
VGO,6,05-09-2016,542
KDV,60,01-08-2012,1705
KDV,16,01-01-2016,361
KDV,46,26-10-2012,363
BSO,42,01-01-2010,845
BSO,100,01-07-2011,748
KDV,6,01-01-2010,296
VGO,6,10-11-2020,279
VGO,6,01-09-2020,1960
BSO,80,27-02-2012,1945
BSO,40,29-10-2012,303
KDV,56,01-01-2010,363
VGO,6,15-06-2021,1783
BSO,20,19-03-2018,1509
VGO,5,30-01-2014,599
KDV,27,11-06-2019,34
BSO,25,01-01-2010,840
KDV,32,19-09-2013,1883
BSO,30,01-03-2020,310
KDV,32,22-08-2016,392
VGO,6,11-12-2012,200
BSO,21,01-07-2014,375
BSO,20,07-01-2020,1783
VGO,4,17-09-2019,796
BSO,50,11-08-2008,383
VGO,4,21-09-2010,150
KDV,56,01-01-2010,400
BSO,20,04-09-2013,1876
VGO,6,29-10-2020,861
KDV,16,01-01-2015,796
VGO,6,26-07-2010,1883
VGO,4,01-02-2022,232
VGO,6,15-05-2014,80
KDV,32,18-08-2014,164
BSO,20,02-04-2010,203
VGO,6,28-06-2019,153
KDV,66,01-01-2010,394
BSO,20,09-12-2014,80
KDV,16,15-02-2011,14
VGO,6,17-06-2021,202
VGO,6,11-12-2018,344
VGO,6,05-10-2021,222
VGO,6,27-12-2019,1842
VGO,6,01-10-2019,303
GOB,NaN,26-05-2021,946
VGO,6,14-07-2010,59
BSO,46,01-11-2013,47
VGO,6,04-09-2019,479
KDV,26,01-01-2010,363
BSO,25,14-04-2014,1970
BSO,22,14-01-2013,599
VGO,6,29-09-2016,748
VGO,6,04-02-2015,1509
KDV,83,01-01-2010,772
VGO,6,15-01-2018,1982
BSO,47,23-05-2017,984
VGO,6,01-01-2021,200
VGO,4,10-07-2015,1978
VGO,4,12-02-2015,281
VGO,5,16-11-2015,158
VGO,6,15-11-2017,118
KDV,16,22-02-2021,1895
BSO,30,01-05-2002,484
BSO,70,01-01-2010,1621
VGO,6,24-08-2021,796
VGO,6,08-08-2016,935
BSO,40,01-01-2010,363
KDV,48,01-01-2010,34
KDV,31,19-08-2019,299
VGO,6,28-06-2013,80
KDV,30,30-11-2015,758
VGO,6,29-05-2020,74
BSO,100,20-08-2007,758
BSO,21,11-12-2020,171
KDV,77,01-01-1991,1950
VGO,6,02-03-2020,273
VGO,6,26-01-2022,281
VGO,6,21-02-2012,228
KDV,16,18-07-2016,1980
KDV,47,01-01-2010,47
BSO,60,01-01-2010,392
VGO,3,11-10-2013,177
BSO,40,22-07-2013,267
VGO,6,16-07-2010,118
KDV,14,21-08-2014,1705
VGO,6,10-03-2020,153
VGO,6,14-05-2021,202
KDV,38,11-05-2020,758
BSO,30,01-01-2010,373
BSO,120,01-01-2010,1621
VGO,6,17-05-2022,1900
BSO,66,01-01-2010,861
KDV,48,01-11-2010,855
VGO,6,14-07-2021,534
VGO,6,30-11-2010,86
KDV,16,01-01-2017,1924
VGO,6,16-08-2017,166
VGO,1,26-04-2022,299
KDV,62,01-01-2010,1774
KDV,43,01-01-2010,1783
KDV,26,13-08-2012,344
BSO,35,01-11-2017,344
VGO,6,30-08-2021,1674
VGO,6,15-08-2019,299
KDV,16,29-12-2010,34
VGO,4,06-12-2010,177
KDV,60,01-01-2010,532
VGO,6,20-09-2010,505
VGO,6,17-09-2010,400
VGO,6,31-08-2012,935
VGO,6,14-11-2016,59
VGO,4,06-05-2022,228
VGO,6,24-08-2020,202
VGO,6,14-07-2022,344
VGO,1,17-06-2020,203
KDV,50,01-01-2010,358
KDV,16,01-01-2010,362
KDV,32,25-05-2020,796
KDV,42,01-01-2005,1982
KDV,15,13-12-2021,1930
VGO,6,14-08-2010,542
KDV,12,13-10-2015,917
BSO,29,19-10-2015,957
BSO,28,25-07-2022,200
VGO,6,22-07-2010,530
VGO,6,09-07-2020,392
VGO,6,05-03-2013,189
KDV,47,13-08-2014,518
VGO,6,18-11-2019,85
VGO,6,02-11-2021,828
VGO,6,14-07-2010,1980
VGO,6,16-09-2020,1959
BSO,32,14-07-2020,772
BSO,70,01-01-2010,1783
VGO,6,09-05-2022,307
KDV,56,01-01-2010,1525
BSO,24,01-03-2020,1942
KDV,16,01-10-2021,599
BSO,80,01-01-2010,797
VGO,6,05-01-2022,164
VGO,6,05-11-2010,14
VGO,6,04-11-2020,86
VGO,6,19-05-2017,345
KDV,90,15-02-2022,599
BSO,40,18-12-2019,177
BSO,50,16-08-2010,228
BSO,50,31-12-2011,627
BSO,22,06-05-2021,1735
VGO,6,17-12-2019,1945
VGO,4,08-07-2010,406
VGO,6,04-10-2017,1991
VGO,6,09-01-2018,274
BSO,30,01-01-2010,798
VGO,6,03-10-2016,106
KDV,12,01-03-2013,262
KDV,52,05-09-2016,230
VGO,6,14-02-2020,85
BSO,88,01-09-2007,629
BSO,28,21-06-2017,80
BSO,74,01-01-2010,777
BSO,33,19-04-2018,518
KDV,28,28-08-2019,1676
VGO,6,27-09-2010,1640
BSO,50,29-11-2012,203
VGO,4,17-12-2010,1652
KDV,16,14-03-2014,34
BSO,52,23-10-2017,344
VGO,6,03-09-2018,1700
KDV,53,01-01-2010,14
BSO,70,20-04-2010,363
BSO,60,02-09-2019,1892
BSO,33,01-01-2020,345
VGO,6,25-02-2014,484
VGO,2,11-06-2012,938
VGO,6,01-04-2022,1742
KDV,29,09-01-2019,798
VGO,6,08-12-2016,893
VGO,6,05-03-2014,1621
VGO,4,29-01-2013,865
VGO,6,05-10-2010,37
VGO,6,10-06-2011,737
BSO,30,11-08-2014,946
VGO,6,20-11-2015,479
VGO,6,13-08-2010,177
VGO,6,24-08-2010,1891
KDV,16,01-09-2010,1507
VGO,6,01-05-2017,946
KDV,66,01-01-2010,518
KDV,16,15-10-2021,1659
KDV,16,22-08-2022,479
VGO,3,06-08-2010,244
VGO,6,01-06-2020,1980
KDV,65,03-05-2010,363
BSO,22,01-09-2021,345
VGO,6,08-08-2019,268
VGO,6,16-05-2017,1742
VGO,5,01-02-2022,363
KDV,38,01-01-2010,537
VGO,6,10-03-2022,1640
KDV,16,15-12-2016,331
KDV,25,01-08-2010,344
KDV,132,21-01-2013,518
VGO,6,29-07-2010,209
VGO,6,19-10-2015,451
BSO,36,01-01-2010,1859
VGO,6,09-02-2018,335
VGO,6,28-03-2022,453
BSO,40,18-08-2016,610
KDV,56,01-01-2010,1954
BSO,23,04-11-2013,779
BSO,34,01-01-2010,376
KDV,32,01-01-2010,518
BSO,66,01-01-2010,164
VGO,6,26-06-2012,352
VGO,6,10-09-2015,1676
KDV,75,02-12-2011,1842
BSO,70,01-10-2015,437
VGO,6,05-10-2012,200
VGO,4,11-03-2020,1901
BSO,30,04-12-2017,281
VGO,6,19-03-2018,344
BSO,16,28-09-2021,383
KDV,40,09-05-2014,363
BSO,15,01-02-2018,1895
KDV,31,16-07-2012,363
VGO,6,03-01-2013,599
KDV,51,14-12-2018,518
KDV,36,05-12-2016,668
GOB,NaN,24-08-2020,758
BSO,44,01-08-2013,597
KDV,16,01-12-2016,373
VGO,5,25-06-2022,396
VGO,6,13-08-2010,164
BSO,40,04-09-2017,1949
KDV,60,01-01-2010,489
BSO,30,29-08-2018,177
VGO,6,13-12-2010,114
KDV,43,05-09-2016,599
KDV,16,08-01-2018,1963
VGO,4,06-09-2017,200
KDV,40,25-01-2005,622
KDV,8,26-02-2018,1970
KDV,16,11-05-2020,503
VGO,6,10-05-2022,855
VGO,6,11-12-2019,518
VGO,6,01-03-2017,1969
BSO,88,01-01-2010,344
BSO,20,12-04-2013,268
KDV,13,01-01-2010,392
VGO,6,16-03-2021,1954
VGO,6,18-08-2010,14
BSO,40,01-01-2010,626
VGO,6,21-01-2014,867
BSO,30,01-07-2008,614
VGO,6,25-10-2017,37
VGO,6,20-10-2010,344
VGO,6,21-09-2010,441
BSO,22,01-01-2020,1960
KDV,28,01-09-2018,193
KDV,21,01-06-2013,1581
BSO,40,01-01-1998,268
BSO,25,01-01-2010,109
KDV,32,04-01-2011,1940
VGO,6,18-05-2015,293
KDV,16,17-04-2018,340
VGO,6,16-03-2022,166
BSO,44,26-08-2019,899
KDV,21,19-09-2016,180
VGO,4,08-08-2022,80
BSO,44,01-01-2010,363
BSO,80,01-01-2010,518
VGO,4,11-11-2010,518
VGO,6,27-05-2014,160
VGO,4,19-08-2019,935
BSO,53,01-01-2010,80
VGO,5,16-08-2010,938
KDV,26,01-01-2013,637
VGO,6,22-09-2014,118
KDV,101,01-01-2010,518
KDV,66,05-01-2012,344
VGO,6,16-03-2012,158
BSO,30,03-06-2008,1771
VGO,4,15-05-2019,736
VGO,6,01-01-2010,848
VGO,6,02-06-2015,1674
VGO,6,17-06-2021,392
VGO,4,18-11-2010,1948
VGO,6,07-12-2010,14
VGO,4,01-10-2021,796
KDV,25,09-04-2018,622
VGO,6,02-10-2020,637
BSO,44,01-01-2010,1959
VGO,6,05-08-2010,1952
VGO,3,24-01-2022,599
VGO,6,02-09-2010,687
BSO,20,05-08-2015,363
VGO,6,24-08-2010,1891
BSO,63,01-04-2008,606
KDV,16,02-09-2013,575
KDV,12,20-01-2010,1507
VGO,6,27-07-2020,537
BSO,70,01-01-2010,1883
VGO,6,15-11-2010,794
VGO,6,23-10-2020,37
VGO,6,06-05-2013,184
VGO,6,10-08-2010,14
VGO,6,13-07-2012,1708
VGO,4,10-02-2020,197
KDV,16,15-10-2015,114
VGO,6,31-05-2012,664
BSO,22,01-08-2019,203
KDV,66,21-08-2019,358
KDV,32,06-11-2014,1714
BSO,54,01-08-2018,345
BSO,40,12-08-2014,1721
KDV,43,01-01-1995,268
KDV,80,01-01-2010,307
BSO,40,29-07-2011,268
KDV,82,01-05-2010,34
BSO,108,01-09-2014,344
VGO,6,01-11-2017,971
VGO,6,19-04-2017,1970
KDV,32,04-09-2017,163
VGO,6,08-02-2019,716
GOB,NaN,01-01-2010,637
KDV,69,01-01-2005,606
VGO,6,13-02-2018,654
VGO,6,02-06-2020,758
KDV,16,12-08-2013,1706
BSO,44,01-01-2010,1719
VGO,6,31-08-2010,1970
KDV,16,01-11-2015,361
BSO,32,02-01-2010,405
KDV,16,22-11-2012,405
VGO,6,29-03-2022,397
KDV,52,01-08-2016,1783
VGO,6,31-08-2010,1900
KDV,23,12-04-2018,505
VGO,6,11-10-2010,197
KDV,63,19-09-2010,321
BSO,22,21-10-2014,150
BSO,74,15-08-2008,202
BSO,40,31-08-2020,344
VGO,4,27-03-2017,1509
VGO,3,15-07-2020,363
BSO,30,02-03-2015,308
BSO,55,23-07-2021,267
VGO,6,16-08-2012,148
KDV,16,21-12-2012,200
VGO,6,21-12-2010,228
VGO,6,29-10-2019,1884
VGO,6,13-10-2010,1900
VGO,6,29-11-2012,1724
VGO,6,30-10-2018,307
VGO,6,10-05-2022,90
KDV,64,01-01-1990,202
KDV,16,28-11-2016,1901
KDV,14,07-08-2019,1982
KDV,72,01-01-2010,344
VGO,6,18-11-2010,758
VGO,6,01-04-2015,160
VGO,6,11-09-2012,1509
VGO,4,02-07-2020,1960
VGO,4,27-01-2017,479
BSO,40,04-03-2015,437
VGO,6,28-10-2010,772
VGO,6,04-08-2011,599
BSO,55,01-01-2010,153
GOB,NaN,19-11-2013,299
VGO,6,26-11-2020,1963
BSO,20,01-01-2010,1581
VGO,6,10-09-2012,193
BSO,108,18-08-2021,622
VGO,6,01-09-2018,203
KDV,15,05-09-2012,518
VGO,6,04-08-2010,1960
VGO,6,12-10-2010,356
KDV,16,07-07-2015,1876
VGO,6,20-02-2019,1950
BSO,24,01-04-2021,193
VGO,6,01-08-2012,1911
KDV,16,19-12-2012,1991
BSO,88,01-01-2010,405
VGO,6,19-06-2020,828
VGO,6,13-07-2010,1525
KDV,15,06-02-2019,301
KDV,32,01-01-2010,703
VGO,6,08-08-2019,1681
VGO,6,17-08-2010,1949
BSO,40,01-01-2010,402
BSO,26,04-02-2016,917
KDV,14,28-01-2014,637
BSO,22,09-08-2011,420
VGO,6,30-05-2016,1900
VGO,6,21-03-2011,213
VGO,6,01-06-2016,14
VGO,6,04-11-2021,1681
VGO,6,15-05-2019,823
VGO,6,09-04-2019,193
VGO,6,09-11-2011,882
VGO,6,10-12-2018,202
KDV,14,01-09-2018,301
VGO,4,09-10-2015,14
KDV,24,26-01-2016,80
VGO,1,19-11-2010,1586
VGO,6,25-05-2022,1700
BSO,53,16-07-2019,200
VGO,6,08-02-2017,1586
VGO,6,15-10-2010,356
VGO,6,29-12-2016,610
VGO,6,29-06-2020,85
VGO,6,21-08-2020,392
VGO,6,14-04-2022,1669
KDV,16,11-01-2016,1952
KDV,19,21-12-2018,518
VGO,6,19-10-2010,995
VGO,6,28-09-2010,1959
KDV,16,01-01-2014,400
VGO,6,19-04-2022,569
VGO,6,30-09-2010,597
VGO,5,03-11-2010,1940
VGO,6,16-07-2018,866
KDV,16,05-09-2017,114
BSO,60,01-03-2021,363
VGO,6,04-11-2013,772
BSO,27,01-01-2010,1952
VGO,6,31-08-2010,279
VGO,4,30-10-2015,847
VGO,6,29-11-2016,373
BSO,100,01-01-2010,453
VGO,6,17-10-2016,1969
VGO,6,14-07-2021,344
GOB,NaN,01-11-2014,882
VGO,6,22-05-2017,1926
BSO,44,28-07-2022,175
VGO,6,25-06-2010,90
KDV,16,17-08-2020,233
VGO,6,04-05-2021,200
BSO,44,01-01-2010,599
KDV,16,09-12-2015,484
VGO,6,16-12-2020,420
VGO,5,29-06-2018,363
BSO,30,15-03-2018,392
BSO,30,01-01-2010,797
KDV,90,01-01-2010,307
VGO,6,27-08-2020,80
BSO,42,01-06-2012,243
KDV,44,01-03-2013,995
VGO,6,31-08-2018,14
KDV,48,01-01-2010,994
VGO,3,15-11-2010,935
BSO,48,01-01-2010,772
KDV,16,02-03-2015,400
BSO,33,01-01-2010,736
BSO,60,01-09-2016,743
VGO,6,29-10-2015,147
BSO,22,05-07-2022,14
KDV,12,19-04-2018,1930
BSO,22,01-01-2021,193
KDV,64,01-01-2005,200
VGO,6,10-06-2014,637
KDV,20,01-01-2010,344
VGO,6,02-12-2015,1940
VGO,6,08-08-2012,1896
VGO,6,01-11-2016,965
VGO,3,03-05-2021,86
KDV,12,14-01-2013,1960
VGO,6,14-05-2013,363
VGO,6,25-04-2022,845
VGO,6,10-05-2021,1940
VGO,6,22-11-2019,513
KDV,15,01-08-2017,384
KDV,16,08-05-2012,995
VGO,6,13-07-2010,512
VGO,6,23-07-2021,180
KDV,16,01-08-2021,523
VGO,6,09-07-2015,606
KDV,53,18-05-2016,518
KDV,28,01-01-2011,392
VGO,6,12-11-2010,153
VGO,6,07-03-2018,983
BSO,60,03-11-2011,344
VGO,6,01-07-2021,114
VGO,6,29-03-2022,385
VGO,6,17-07-2014,1711
BSO,55,01-01-2010,599
